s, x, y;
77.650000, 77.199381, 1.632086;
77.700000, 77.249287, 1.635156;
77.750000, 77.299193, 1.638217;
77.800000, 77.349101, 1.641250;
77.850000, 77.399012, 1.644230;
77.900000, 77.448928, 1.647136;
77.950000, 77.498849, 1.649947;
78.000000, 77.548776, 1.652638;
78.050000, 77.598711, 1.655190;
78.100000, 77.648654, 1.657579;
78.150000, 77.698605, 1.659782;
78.200000, 77.748565, 1.661779;
78.250000, 77.798534, 1.663547;
78.300000, 77.848511, 1.665062;
78.350000, 77.898495, 1.666304;
78.400000, 77.948486, 1.667251;
78.450000, 77.998482, 1.667878;
78.500000, 78.048481, 1.668166;
78.550000, 78.098481, 1.668090;
78.600000, 78.148479, 1.667630;
78.650000, 78.198471, 1.666763;
78.700000, 78.248454, 1.665466;
78.750000, 78.298424, 1.663718;
78.800000, 78.348374, 1.661497;
78.850000, 78.398300, 1.658781;
78.900000, 78.448197, 1.655572;
78.950000, 78.498087, 1.652263;
79.000000, 78.547980, 1.648994;
79.050000, 78.597876, 1.645764;
79.100000, 78.647774, 1.642570;
79.150000, 78.697674, 1.639408;
79.200000, 78.747575, 1.636277;
79.250000, 78.797479, 1.633174;
79.300000, 78.847384, 1.630097;
79.350000, 78.897291, 1.627042;
79.400000, 78.947199, 1.624007;
79.450000, 78.997108, 1.620989;
79.500000, 79.047017, 1.617987;
79.550000, 79.096928, 1.614997;
79.600000, 79.146839, 1.612016;
79.650000, 79.196750, 1.609043;
79.700000, 79.246662, 1.606075;
79.750000, 79.296574, 1.603108;
79.800000, 79.346486, 1.600141;
79.850000, 79.396398, 1.597171;
79.900000, 79.446309, 1.594195;
79.950000, 79.496220, 1.591210;
80.000000, 79.546130, 1.588215;
80.050000, 79.596040, 1.585206;
80.100000, 79.645948, 1.582181;
80.150000, 79.695855, 1.579137;
80.200000, 79.745761, 1.576072;
80.250000, 79.795666, 1.572983;
80.300000, 79.845569, 1.569868;
80.350000, 79.895470, 1.566724;
80.400000, 79.945369, 1.563547;
80.450000, 79.995265, 1.560337;
80.500000, 80.045160, 1.557090;
80.550000, 80.095052, 1.553803;
80.600000, 80.144941, 1.550475;
80.650000, 80.194827, 1.547101;
80.700000, 80.244710, 1.543681;
80.750000, 80.294589, 1.540211;
80.800000, 80.344465, 1.536689;
80.850000, 80.394337, 1.533111;
80.900000, 80.444204, 1.529476;
80.950000, 80.494068, 1.525781;
81.000000, 80.543926, 1.522024;
81.050000, 80.593780, 1.518201;
81.100000, 80.643628, 1.514310;
81.150000, 80.693471, 1.510349;
81.200000, 80.743308, 1.506315;
81.250000, 80.793139, 1.502205;
81.300000, 80.842963, 1.498017;
81.350000, 80.892781, 1.493749;
81.400000, 80.942591, 1.489397;
81.450000, 80.992394, 1.484957;
81.500000, 81.042168, 1.480217;
81.550000, 81.091903, 1.475076;
81.600000, 81.141602, 1.469597;
81.650000, 81.191270, 1.463844;
81.700000, 81.240913, 1.457881;
81.750000, 81.290538, 1.451770;
81.800000, 81.340153, 1.445575;
81.850000, 81.389765, 1.439358;
81.900000, 81.439382, 1.433183;
81.950000, 81.489012, 1.427114;
82.000000, 81.538663, 1.421212;
82.050000, 81.588340, 1.415541;
82.100000, 81.638050, 1.410166;
82.150000, 81.687798, 1.405148;
82.200000, 81.737586, 1.400552;
82.250000, 81.787416, 1.396441;
82.300000, 81.837289, 1.392879;
82.350000, 81.887201, 1.389930;
82.400000, 81.937149, 1.387658;
82.450000, 81.987125, 1.386127;
82.500000, 82.037120, 1.385400;
82.550000, 82.087119, 1.385543;
82.600000, 82.137113, 1.386328;
82.650000, 82.187105, 1.387169;
82.700000, 82.237098, 1.388042;
82.750000, 82.287090, 1.388946;
82.800000, 82.337081, 1.389878;
82.850000, 82.387072, 1.390836;
82.900000, 82.437062, 1.391819;
82.950000, 82.487052, 1.392823;
83.000000, 82.537042, 1.393848;
83.050000, 82.587031, 1.394891;
83.100000, 82.637019, 1.395950;
83.150000, 82.687008, 1.397023;
83.200000, 82.736996, 1.398107;
83.250000, 82.786984, 1.399201;
83.300000, 82.836972, 1.400303;
83.350000, 82.886960, 1.401411;
83.400000, 82.936947, 1.402522;
83.450000, 82.986935, 1.403634;
83.500000, 83.036923, 1.404746;
83.550000, 83.086910, 1.405855;
83.600000, 83.136898, 1.406959;
83.650000, 83.186886, 1.408056;
83.700000, 83.236874, 1.409145;
83.750000, 83.286863, 1.410222;
83.800000, 83.336851, 1.411287;
83.850000, 83.386840, 1.412336;
83.900000, 83.436830, 1.413368;
83.950000, 83.486819, 1.414380;
84.000000, 83.536810, 1.415372;
84.050000, 83.586800, 1.416340;
84.100000, 83.636791, 1.417282;
84.150000, 83.686783, 1.418197;
84.200000, 83.736775, 1.419082;
84.250000, 83.786768, 1.419935;
84.300000, 83.836761, 1.420754;
84.350000, 83.886755, 1.421538;
84.400000, 83.936749, 1.422284;
84.450000, 83.986744, 1.422989;
84.500000, 84.036740, 1.423653;
84.550000, 84.086736, 1.424272;
84.600000, 84.136733, 1.424845;
84.650000, 84.186730, 1.425370;
84.700000, 84.236728, 1.425844;
84.750000, 84.286726, 1.426266;
84.800000, 84.336725, 1.426633;
84.850000, 84.386724, 1.426943;
84.900000, 84.436723, 1.427195;
84.950000, 84.486723, 1.427386;
85.000000, 84.536723, 1.427515;
85.050000, 84.586723, 1.427578;
85.100000, 84.636723, 1.427574;
85.150000, 84.686723, 1.427501;
85.200000, 84.736722, 1.427360;
85.250000, 84.786722, 1.427180;
85.300000, 84.836722, 1.426971;
85.350000, 84.886721, 1.426735;
85.400000, 84.936720, 1.426475;
85.450000, 84.986720, 1.426190;
85.500000, 85.036719, 1.425883;
85.550000, 85.086718, 1.425556;
85.600000, 85.136716, 1.425210;
85.650000, 85.186715, 1.424847;
85.700000, 85.236714, 1.424467;
85.750000, 85.286712, 1.424074;
85.800000, 85.336710, 1.423668;
85.850000, 85.386709, 1.423251;
85.900000, 85.436707, 1.422824;
85.950000, 85.486705, 1.422390;
86.000000, 85.536703, 1.421949;
86.050000, 85.586701, 1.421504;
86.100000, 85.636699, 1.421055;
86.150000, 85.686697, 1.420605;
86.200000, 85.736695, 1.420155;
86.250000, 85.786693, 1.419707;
86.300000, 85.836691, 1.419262;
86.350000, 85.886689, 1.418822;
86.400000, 85.936687, 1.418388;
86.450000, 85.986685, 1.417962;
86.500000, 86.036684, 1.417545;
86.550000, 86.086682, 1.417140;
86.600000, 86.136680, 1.416748;
86.650000, 86.186679, 1.416370;
86.700000, 86.236678, 1.416007;
86.750000, 86.286676, 1.415663;
86.800000, 86.336675, 1.415337;
86.850000, 86.386674, 1.415032;
86.900000, 86.436674, 1.414749;
86.950000, 86.486673, 1.414490;
87.000000, 86.536672, 1.414257;
87.050000, 86.586672, 1.414050;
87.100000, 86.636672, 1.413872;
87.150000, 86.686672, 1.413725;
87.200000, 86.736671, 1.413609;
87.250000, 86.786671, 1.413526;
87.300000, 86.836671, 1.413478;
87.350000, 86.886671, 1.413467;
87.400000, 86.936671, 1.413494;
87.450000, 86.986671, 1.413560;
87.500000, 87.036671, 1.413668;
87.550000, 87.086671, 1.413819;
87.600000, 87.136671, 1.414014;
87.650000, 87.186670, 1.414255;
87.700000, 87.236669, 1.414543;
87.750000, 87.286668, 1.414881;
87.800000, 87.336666, 1.415270;
87.850000, 87.386664, 1.415710;
87.900000, 87.436662, 1.416205;
87.950000, 87.486659, 1.416756;
88.000000, 87.536655, 1.417363;
88.050000, 87.586651, 1.418029;
88.100000, 87.636645, 1.418767;
88.150000, 87.686637, 1.419671;
88.200000, 87.736625, 1.420755;
88.250000, 87.786610, 1.422009;
88.300000, 87.836590, 1.423422;
88.350000, 87.886565, 1.424986;
88.400000, 87.936536, 1.426690;
88.450000, 87.986502, 1.428524;
88.500000, 88.036464, 1.430479;
88.550000, 88.086422, 1.432545;
88.600000, 88.136375, 1.434712;
88.650000, 88.186323, 1.436971;
88.700000, 88.236269, 1.439311;
88.750000, 88.286211, 1.441722;
88.800000, 88.336149, 1.444196;
88.850000, 88.386085, 1.446721;
88.900000, 88.436019, 1.449289;
88.950000, 88.485952, 1.451890;
89.000000, 88.535883, 1.454513;
89.050000, 88.585813, 1.457149;
89.100000, 88.635744, 1.459789;
89.150000, 88.685674, 1.462421;
89.200000, 88.735606, 1.465038;
89.250000, 88.785539, 1.467628;
89.300000, 88.835473, 1.470183;
89.350000, 88.885410, 1.472691;
89.400000, 88.935350, 1.475144;
89.450000, 88.985293, 1.477532;
89.500000, 89.035240, 1.479845;
89.550000, 89.085190, 1.482073;
89.600000, 89.135144, 1.484206;
89.650000, 89.185103, 1.486234;
89.700000, 89.235067, 1.488149;
89.750000, 89.285035, 1.489939;
89.800000, 89.335007, 1.491595;
89.850000, 89.384984, 1.493108;
89.900000, 89.434966, 1.494467;
89.950000, 89.484951, 1.495663;
90.000000, 89.534941, 1.496685;
90.050000, 89.584934, 1.497525;
90.100000, 89.634930, 1.498172;
90.150000, 89.684928, 1.498617;
90.200000, 89.734927, 1.498849;
90.250000, 89.784927, 1.498859;
90.300000, 89.834926, 1.498637;
90.350000, 89.884924, 1.498173;
90.400000, 89.934919, 1.497458;
90.450000, 89.984909, 1.496481;
90.500000, 90.034894, 1.495234;
90.550000, 90.084870, 1.493705;
90.600000, 90.134837, 1.491886;
90.650000, 90.184792, 1.489767;
90.700000, 90.234733, 1.487337;
90.750000, 90.284657, 1.484588;
90.800000, 90.334562, 1.481510;
90.850000, 90.384445, 1.478092;
90.900000, 90.434303, 1.474326;
90.950000, 90.484133, 1.470202;
91.000000, 90.533930, 1.465710;
91.050000, 90.583693, 1.460841;
91.100000, 90.633417, 1.455599;
91.150000, 90.683105, 1.450020;
91.200000, 90.732758, 1.444145;
91.250000, 90.782381, 1.438012;
91.300000, 90.831976, 1.431661;
91.350000, 90.881547, 1.425132;
91.400000, 90.931101, 1.418464;
91.450000, 90.980641, 1.411697;
91.500000, 91.030173, 1.404870;
91.550000, 91.079701, 1.398023;
91.600000, 91.129233, 1.391194;
91.650000, 91.178772, 1.384423;
91.700000, 91.228325, 1.377750;
91.750000, 91.277896, 1.371214;
91.800000, 91.327490, 1.364855;
91.850000, 91.377111, 1.358712;
91.900000, 91.426763, 1.352824;
91.950000, 91.476449, 1.347231;
92.000000, 91.526172, 1.341974;
92.050000, 91.575933, 1.337091;
92.100000, 91.625733, 1.332623;
92.150000, 91.675571, 1.328610;
92.200000, 91.725447, 1.325091;
92.250000, 91.775358, 1.322107;
92.300000, 91.825299, 1.319698;
92.350000, 91.875267, 1.317903;
92.400000, 91.925253, 1.316763;
92.450000, 91.975251, 1.316318;
92.500000, 92.025250, 1.316605;
92.550000, 92.075246, 1.317217;
92.600000, 92.125242, 1.317831;
92.650000, 92.175238, 1.318447;
92.700000, 92.225234, 1.319064;
92.750000, 92.275231, 1.319683;
92.800000, 92.325227, 1.320303;
92.850000, 92.375223, 1.320923;
92.900000, 92.425219, 1.321545;
92.950000, 92.475215, 1.322167;
93.000000, 92.525211, 1.322789;
93.050000, 92.575207, 1.323411;
93.100000, 92.625204, 1.324033;
93.150000, 92.675200, 1.324655;
93.200000, 92.725196, 1.325277;
93.250000, 92.775192, 1.325897;
93.300000, 92.825188, 1.326517;
93.350000, 92.875184, 1.327136;
93.400000, 92.925181, 1.327753;
93.450000, 92.975177, 1.328368;
93.500000, 93.025173, 1.328982;
93.550000, 93.075169, 1.329594;
93.600000, 93.125166, 1.330204;
93.650000, 93.175162, 1.330812;
93.700000, 93.225158, 1.331417;
93.750000, 93.275155, 1.332019;
93.800000, 93.325151, 1.332618;
93.850000, 93.375147, 1.333214;
93.900000, 93.425144, 1.333807;
93.950000, 93.475140, 1.334396;
94.000000, 93.525137, 1.334981;
94.050000, 93.575134, 1.335562;
94.100000, 93.625130, 1.336134;
94.150000, 93.675128, 1.336666;
94.200000, 93.725125, 1.337155;
94.250000, 93.775123, 1.337606;
94.300000, 93.825121, 1.338022;
94.350000, 93.875120, 1.338407;
94.400000, 93.925119, 1.338765;
94.450000, 93.975117, 1.339100;
94.500000, 94.025116, 1.339415;
94.550000, 94.075116, 1.339714;
94.600000, 94.125115, 1.340002;
94.650000, 94.175114, 1.340281;
94.700000, 94.225113, 1.340556;
94.750000, 94.275112, 1.340830;
94.800000, 94.325112, 1.341108;
94.850000, 94.375111, 1.341393;
94.900000, 94.425110, 1.341688;
94.950000, 94.475109, 1.341998;
95.000000, 94.525108, 1.342327;
95.050000, 94.575107, 1.342678;
95.100000, 94.625105, 1.343055;
95.150000, 94.675104, 1.343462;
95.200000, 94.725102, 1.343902;
95.250000, 94.775099, 1.344380;
95.300000, 94.825097, 1.344899;
95.350000, 94.875094, 1.345463;
95.400000, 94.925090, 1.346076;
95.450000, 94.975085, 1.346742;
95.500000, 95.025080, 1.347464;
95.550000, 95.075074, 1.348246;
95.600000, 95.125067, 1.349093;
95.650000, 95.175058, 1.350007;
95.700000, 95.225049, 1.350993;
95.750000, 95.275038, 1.352054;
95.800000, 95.325024, 1.353195;
95.850000, 95.375010, 1.354418;
95.900000, 95.424992, 1.355729;
95.950000, 95.474973, 1.357130;
96.000000, 95.524950, 1.358623;
96.050000, 95.574926, 1.360198;
96.100000, 95.624898, 1.361851;
96.150000, 95.674868, 1.363575;
96.200000, 95.724836, 1.365367;
96.250000, 95.774802, 1.367222;
96.300000, 95.824765, 1.369135;
96.350000, 95.874727, 1.371102;
96.400000, 95.924686, 1.373117;
96.450000, 95.974644, 1.375176;
96.500000, 96.024600, 1.377275;
96.550000, 96.074554, 1.379408;
96.600000, 96.124507, 1.381571;
96.650000, 96.174459, 1.383760;
96.700000, 96.224410, 1.385969;
96.750000, 96.274361, 1.388194;
96.800000, 96.324311, 1.390430;
96.850000, 96.374261, 1.392672;
96.900000, 96.424210, 1.394917;
96.950000, 96.474160, 1.397158;
97.000000, 96.524110, 1.399392;
97.050000, 96.574061, 1.401614;
97.100000, 96.624012, 1.403819;
97.150000, 96.673964, 1.406002;
97.200000, 96.723918, 1.408159;
97.250000, 96.773873, 1.410285;
97.300000, 96.823829, 1.412375;
97.350000, 96.873787, 1.414424;
97.400000, 96.923747, 1.416429;
97.450000, 96.973708, 1.418384;
97.500000, 97.023672, 1.420284;
97.550000, 97.073638, 1.422125;
97.600000, 97.123607, 1.423902;
97.650000, 97.173577, 1.425611;
97.700000, 97.223551, 1.427246;
97.750000, 97.273526, 1.428804;
97.800000, 97.323505, 1.430278;
97.850000, 97.373485, 1.431666;
97.900000, 97.423469, 1.432961;
97.950000, 97.473454, 1.434160;
98.000000, 97.523442, 1.435257;
98.050000, 97.573432, 1.436248;
98.100000, 97.623425, 1.437128;
98.150000, 97.673419, 1.437892;
98.200000, 97.723415, 1.438537;
98.250000, 97.773412, 1.439056;
98.300000, 97.823410, 1.439446;
98.350000, 97.873410, 1.439701;
98.400000, 97.923410, 1.439818;
98.450000, 97.973410, 1.439790;
98.500000, 98.023409, 1.439614;
98.550000, 98.073408, 1.439285;
98.600000, 98.123406, 1.438798;
98.650000, 98.173401, 1.438149;
98.700000, 98.223395, 1.437347;
98.750000, 98.273387, 1.436443;
98.800000, 98.323377, 1.435448;
98.850000, 98.373365, 1.434365;
98.900000, 98.423352, 1.433202;
98.950000, 98.473336, 1.431963;
99.000000, 98.523319, 1.430655;
99.050000, 98.573300, 1.429283;
99.100000, 98.623280, 1.427852;
99.150000, 98.673258, 1.426369;
99.200000, 98.723234, 1.424838;
99.250000, 98.773210, 1.423266;
99.300000, 98.823184, 1.421658;
99.350000, 98.873157, 1.420020;
99.400000, 98.923129, 1.418357;
99.450000, 98.973101, 1.416676;
99.500000, 99.023072, 1.414980;
99.550000, 99.073043, 1.413277;
99.600000, 99.123014, 1.411572;
99.650000, 99.172985, 1.409870;
99.700000, 99.222957, 1.408178;
99.750000, 99.272928, 1.406500;
99.800000, 99.322901, 1.404842;
99.850000, 99.372874, 1.403211;
99.900000, 99.422849, 1.401610;
99.950000, 99.472824, 1.400048;
100.000000, 99.522801, 1.398527;
100.050000, 99.572780, 1.397056;
100.100000, 99.622759, 1.395638;
100.150000, 99.672741, 1.394280;
100.200000, 99.722724, 1.392988;
100.250000, 99.772709, 1.391766;
100.300000, 99.822696, 1.390621;
100.350000, 99.872685, 1.389558;
100.400000, 99.922675, 1.388583;
100.450000, 99.972668, 1.387702;
100.500000, 100.022661, 1.386919;
100.550000, 100.072657, 1.386241;
100.600000, 100.122654, 1.385674;
100.650000, 100.172652, 1.385222;
100.700000, 100.222650, 1.384892;
100.750000, 100.272650, 1.384690;
100.800000, 100.322650, 1.384620;
100.850000, 100.372650, 1.384688;
100.900000, 100.422649, 1.384901;
100.950000, 100.472648, 1.385263;
101.000000, 100.522645, 1.385781;
101.050000, 100.572641, 1.386459;
101.100000, 100.622634, 1.387305;
101.150000, 100.672623, 1.388322;
101.200000, 100.722609, 1.389517;
101.250000, 100.772590, 1.390896;
101.300000, 100.822565, 1.392463;
101.350000, 100.872534, 1.394226;
101.400000, 100.922496, 1.396178;
101.450000, 100.972452, 1.398274;
101.500000, 101.022403, 1.400497;
101.550000, 101.072348, 1.402839;
101.600000, 101.122288, 1.405289;
101.650000, 101.172223, 1.407839;
101.700000, 101.222153, 1.410480;
101.750000, 101.272079, 1.413202;
101.800000, 101.322001, 1.415995;
101.850000, 101.371919, 1.418851;
101.900000, 101.421834, 1.421761;
101.950000, 101.471747, 1.424714;
102.000000, 101.521657, 1.427703;
102.050000, 101.571567, 1.430716;
102.100000, 101.621475, 1.433746;
102.150000, 101.671382, 1.436783;
102.200000, 101.721290, 1.439818;
102.250000, 101.771199, 1.442841;
102.300000, 101.821109, 1.445843;
102.350000, 101.871020, 1.448815;
102.400000, 101.920934, 1.451747;
102.450000, 101.970851, 1.454631;
102.500000, 102.020771, 1.457457;
102.550000, 102.070695, 1.460215;
102.600000, 102.120623, 1.462897;
102.650000, 102.170555, 1.465493;
102.700000, 102.220493, 1.467994;
102.750000, 102.270435, 1.470391;
102.800000, 102.320383, 1.472674;
102.850000, 102.370336, 1.474834;
102.900000, 102.420295, 1.476862;
102.950000, 102.470260, 1.478748;
103.000000, 102.520229, 1.480483;
103.050000, 102.570205, 1.482059;
103.100000, 102.620185, 1.483464;
103.150000, 102.670170, 1.484691;
103.200000, 102.720159, 1.485730;
103.250000, 102.770152, 1.486572;
103.300000, 102.820148, 1.487206;
103.350000, 102.870146, 1.487625;
103.400000, 102.920146, 1.487819;
103.450000, 102.970145, 1.487778;
103.500000, 103.020145, 1.487493;
103.550000, 103.070142, 1.486955;
103.600000, 103.120135, 1.486155;
103.650000, 103.170124, 1.485083;
103.700000, 103.220106, 1.483761;
103.750000, 103.270085, 1.482293;
103.800000, 103.320059, 1.480694;
103.850000, 103.370029, 1.478972;
103.900000, 103.419996, 1.477135;
103.950000, 103.469958, 1.475189;
104.000000, 103.519916, 1.473142;
104.050000, 103.569870, 1.471001;
104.100000, 103.619820, 1.468775;
104.150000, 103.669767, 1.466469;
104.200000, 103.719711, 1.464093;
104.250000, 103.769651, 1.461652;
104.300000, 103.819589, 1.459156;
104.350000, 103.869524, 1.456610;
104.400000, 103.919457, 1.454022;
104.450000, 103.969388, 1.451400;
104.500000, 104.019318, 1.448751;
104.550000, 104.069246, 1.446083;
104.600000, 104.119175, 1.443402;
104.650000, 104.169102, 1.440717;
104.700000, 104.219030, 1.438035;
104.750000, 104.268959, 1.435363;
104.800000, 104.318888, 1.432708;
104.850000, 104.368819, 1.430078;
104.900000, 104.418752, 1.427481;
104.950000, 104.468686, 1.424923;
105.000000, 104.518623, 1.422412;
105.050000, 104.568563, 1.419956;
105.100000, 104.618505, 1.417562;
105.150000, 104.668451, 1.415237;
105.200000, 104.718401, 1.412989;
105.250000, 104.768354, 1.410825;
105.300000, 104.818311, 1.408753;
105.350000, 104.868272, 1.406780;
105.400000, 104.918237, 1.404913;
105.450000, 104.968206, 1.403159;
105.500000, 105.018180, 1.401527;
105.550000, 105.068157, 1.400024;
105.600000, 105.118138, 1.398657;
105.650000, 105.168123, 1.397433;
105.700000, 105.218112, 1.396360;
105.750000, 105.268103, 1.395445;
105.800000, 105.318098, 1.394696;
105.850000, 105.368094, 1.394121;
105.900000, 105.418093, 1.393726;
105.950000, 105.468092, 1.393518;
106.000000, 105.518092, 1.393506;
106.050000, 105.568092, 1.393697;
106.100000, 105.618090, 1.394099;
106.150000, 105.668086, 1.394717;
106.200000, 105.718079, 1.395561;
106.250000, 105.768068, 1.396637;
106.300000, 105.818050, 1.397953;
106.350000, 105.868026, 1.399516;
106.400000, 105.917993, 1.401334;
106.450000, 105.967949, 1.403413;
106.500000, 106.017894, 1.405762;
106.550000, 106.067825, 1.408387;
106.600000, 106.117744, 1.411232;
106.650000, 106.167659, 1.414153;
106.700000, 106.217570, 1.417126;
106.750000, 106.267480, 1.420131;
106.800000, 106.317389, 1.423148;
106.850000, 106.367298, 1.426159;
106.900000, 106.417209, 1.429142;
106.950000, 106.467123, 1.432078;
107.000000, 106.517040, 1.434949;
107.050000, 106.566963, 1.437733;
107.100000, 106.616891, 1.440412;
107.150000, 106.666825, 1.442966;
107.200000, 106.716767, 1.445374;
107.250000, 106.766715, 1.447669;
107.300000, 106.816655, 1.450118;
107.350000, 106.866585, 1.452752;
107.400000, 106.916506, 1.455559;
107.450000, 106.966418, 1.458530;
107.500000, 107.016320, 1.461653;
107.550000, 107.066214, 1.464918;
107.600000, 107.116098, 1.468314;
107.650000, 107.165974, 1.471829;
107.700000, 107.215843, 1.475454;
107.750000, 107.265704, 1.479177;
107.800000, 107.315559, 1.482988;
107.850000, 107.365407, 1.486875;
107.900000, 107.415251, 1.490829;
107.950000, 107.465090, 1.494838;
108.000000, 107.514925, 1.498891;
108.050000, 107.564758, 1.502978;
108.100000, 107.614589, 1.507088;
108.150000, 107.664418, 1.511210;
108.200000, 107.714248, 1.515333;
108.250000, 107.764079, 1.519447;
108.300000, 107.813911, 1.523541;
108.350000, 107.863745, 1.527604;
108.400000, 107.913583, 1.531625;
108.450000, 107.963426, 1.535594;
108.500000, 108.013273, 1.539499;
108.550000, 108.063126, 1.543330;
108.600000, 108.112985, 1.547077;
108.650000, 108.162852, 1.550728;
108.700000, 108.212726, 1.554272;
108.750000, 108.262608, 1.557699;
108.800000, 108.312499, 1.560998;
108.850000, 108.362399, 1.564159;
108.900000, 108.412309, 1.567169;
108.950000, 108.462227, 1.570019;
109.000000, 108.512156, 1.572698;
109.050000, 108.562093, 1.575195;
109.100000, 108.612040, 1.577498;
109.150000, 108.661996, 1.579598;
109.200000, 108.711960, 1.581484;
109.250000, 108.761933, 1.583143;
109.300000, 108.811912, 1.584567;
109.350000, 108.861898, 1.585743;
109.400000, 108.911890, 1.586662;
109.450000, 108.961886, 1.587311;
109.500000, 109.011884, 1.587681;
109.550000, 109.061884, 1.587761;
109.600000, 109.111884, 1.587539;
109.650000, 109.161881, 1.587005;
109.700000, 109.211873, 1.586148;
109.750000, 109.261859, 1.584958;
109.800000, 109.311835, 1.583423;
109.850000, 109.361799, 1.581533;
109.900000, 109.411748, 1.579278;
109.950000, 109.461679, 1.576646;
110.000000, 109.511588, 1.573626;
110.050000, 109.561474, 1.570256;
110.100000, 109.611350, 1.566746;
110.150000, 109.661220, 1.563130;
110.200000, 109.711081, 1.559415;
110.250000, 109.760936, 1.555608;
110.300000, 109.810784, 1.551716;
110.350000, 109.860627, 1.547745;
110.400000, 109.910463, 1.543704;
110.450000, 109.960294, 1.539597;
110.500000, 110.010120, 1.535432;
110.550000, 110.059942, 1.531217;
110.600000, 110.109760, 1.526957;
110.650000, 110.159575, 1.522660;
110.700000, 110.209388, 1.518332;
110.750000, 110.259198, 1.513980;
110.800000, 110.309007, 1.509612;
110.850000, 110.358815, 1.505233;
110.900000, 110.408622, 1.500851;
110.950000, 110.458430, 1.496472;
111.000000, 110.508239, 1.492104;
111.050000, 110.558049, 1.487753;
111.100000, 110.607862, 1.483426;
111.150000, 110.657677, 1.479130;
111.200000, 110.707495, 1.474871;
111.250000, 110.757317, 1.470657;
111.300000, 110.807144, 1.466494;
111.350000, 110.856975, 1.462389;
111.400000, 110.906811, 1.458349;
111.450000, 110.956654, 1.454380;
111.500000, 111.006502, 1.450491;
111.550000, 111.056357, 1.446686;
111.600000, 111.106219, 1.442974;
111.650000, 111.156088, 1.439361;
111.700000, 111.205965, 1.435854;
111.750000, 111.255850, 1.432460;
111.800000, 111.305743, 1.429185;
111.850000, 111.355643, 1.426037;
111.900000, 111.405552, 1.423022;
111.950000, 111.455470, 1.420147;
112.000000, 111.505395, 1.417419;
112.050000, 111.555329, 1.414845;
112.100000, 111.605270, 1.412432;
112.150000, 111.655220, 1.410186;
112.200000, 111.705177, 1.408115;
112.250000, 111.755141, 1.406226;
112.300000, 111.805112, 1.404524;
112.350000, 111.855090, 1.403018;
112.400000, 111.905073, 1.401713;
112.450000, 111.955060, 1.400617;
112.500000, 112.005053, 1.399737;
112.550000, 112.055048, 1.399080;
112.600000, 112.105046, 1.398633;
112.650000, 112.155045, 1.398244;
112.700000, 112.205043, 1.397873;
112.750000, 112.255042, 1.397521;
112.800000, 112.305041, 1.397185;
112.850000, 112.355040, 1.396865;
112.900000, 112.405039, 1.396560;
112.950000, 112.455038, 1.396268;
113.000000, 112.505037, 1.395989;
113.050000, 112.555037, 1.395722;
113.100000, 112.605036, 1.395465;
113.150000, 112.655035, 1.395217;
113.200000, 112.705035, 1.394978;
113.250000, 112.755034, 1.394746;
113.300000, 112.805034, 1.394520;
113.350000, 112.855033, 1.394300;
113.400000, 112.905033, 1.394083;
113.450000, 112.955032, 1.393870;
113.500000, 113.005032, 1.393659;
113.550000, 113.055032, 1.393448;
113.600000, 113.105031, 1.393237;
113.650000, 113.155031, 1.393025;
113.700000, 113.205030, 1.392811;
113.750000, 113.255030, 1.392593;
113.800000, 113.305029, 1.392371;
113.850000, 113.355029, 1.392144;
113.900000, 113.405028, 1.391910;
113.950000, 113.455028, 1.391668;
114.000000, 113.505027, 1.391418;
114.050000, 113.555026, 1.391158;
114.100000, 113.605026, 1.390887;
114.150000, 113.655025, 1.390604;
114.200000, 113.705024, 1.390308;
114.250000, 113.755023, 1.389999;
114.300000, 113.805022, 1.389674;
114.350000, 113.855021, 1.389333;
114.400000, 113.905019, 1.388975;
114.450000, 113.955018, 1.388599;
114.500000, 114.005016, 1.388203;
114.550000, 114.055015, 1.387787;
114.600000, 114.105013, 1.387350;
114.650000, 114.155011, 1.386890;
114.700000, 114.205008, 1.386407;
114.750000, 114.255006, 1.385899;
114.800000, 114.305003, 1.385365;
114.850000, 114.355000, 1.384804;
114.900000, 114.404996, 1.384216;
114.950000, 114.454993, 1.383599;
115.000000, 114.504988, 1.382952;
115.050000, 114.554984, 1.382273;
115.100000, 114.604979, 1.381563;
115.150000, 114.654973, 1.380820;
115.200000, 114.704967, 1.380042;
115.250000, 114.754960, 1.379229;
115.300000, 114.804953, 1.378380;
115.350000, 114.854945, 1.377493;
115.400000, 114.904937, 1.376568;
115.450000, 114.954928, 1.375604;
115.500000, 115.004917, 1.374592;
115.550000, 115.054906, 1.373513;
115.600000, 115.104893, 1.372367;
115.650000, 115.154878, 1.371160;
115.700000, 115.204862, 1.369894;
115.750000, 115.254844, 1.368574;
115.800000, 115.304826, 1.367204;
115.850000, 115.354806, 1.365787;
115.900000, 115.404784, 1.364329;
115.950000, 115.454762, 1.362832;
116.000000, 115.504738, 1.361301;
116.050000, 115.554714, 1.359740;
116.100000, 115.604689, 1.358152;
116.150000, 115.654663, 1.356542;
116.200000, 115.704636, 1.354915;
116.250000, 115.754610, 1.353272;
116.300000, 115.804582, 1.351620;
116.350000, 115.854555, 1.349961;
116.400000, 115.904527, 1.348300;
116.450000, 115.954500, 1.346641;
